id,name,description,assigned,annotated
692,Boat House,"A small house type establishment that serves as a hang out for people about to board the boats.  There is nautical themed decor everywhere.  Life Buoys, mounted fish, replica boats.  It's all wood inside with a bar as well.  A lot of creaky looking wood too, probably weathered a good bit as the house is old itself. The boat house has been around for a long time, and it looks like it.  Fishermen consider it a tradition to get plastered here before they head out to sea.  There's also a lot of grungy and depressed looking men in here.  They basically are either at sea fishing, or hanging out in the boat house.",0,0
694,Kings bedroom,"There is a large bed against the wall with wooden headboard and posts holding up a fancy roof over the bed.  There is a large tapestry  across from the bed depicting a map of the kingdom.  On the floor is a large bear rug.  The walls are decorated with gold and jewels.  There are 2 large wooden doors.  One leads to a hallway, the other leads to a bathroom.  There is a large wardrobe that is painted red and gold. The royal bedroom is grand and is often used to woo the nearby kingdoms.  The King stores all his royal robes and crowns here.  Most of the gold in the castle is kept here.  The bedroom is guarded on the outside by 2 guards, who are some of the kings most trusted men.",0,0
696,The stream,The stream is always going. The water moves quickly in some places and slowly in other places. There is a dry spot on each side of the water. In some areas you will see animals drinking the water. There are also fish swimming around in the deeper parts of the stream. The stream was created by rainfall. The water in the sky was becoming raindrops in the clouds and then it fell to the earth. The water accumulates as it flows down from higher elevations. The areas where the water is accumulated is called stream or river.,0,0
698,The forest,The forest has many trees. It has other plants too. There are animals and many livings things. The forest is very much full of life. When you look at it you might only see plants that are green and different shades of brown but there are many other living things in there too. The forest started out as a small amount of plants and then the plants kept growing and growing until they were vast. After the plants were very grown the animals and all the small livings things decided to make some houses in the plants.,1,0
700,Lush meadow in the country side,Green large trees surround the meadow that if filled with beautiful seasonal flowers. A deer is grazing in the far end of the field. A small dirt country road gentle crooks past on the outside of the road. This is gods country. No man could have anything this beautiful. The local government knew it and had this area set away as a protected area years ago.,1,0
702,Small town located in the hills,"This tiny town is unique in that all the buildings are different colors. It has a candy shop that draws people for miles. A general store that has everything a person could want. The roads are well taken care of and the streets are lines with chairs for the towns people to sit and enjoy each other. This town is the charm of the country side.  Each person that works or live in town take pride in the town, in keeping it clean and in keeping it beautiful. This please is quickly growing as a vacation destination for those that want to relax.",0,0
704,Kings Bed Room,The walls are tall and stone. They are coated with colorful tapestries showing the kings of years past. A large stone fireplace across from the bed that is large enough to keep the king warm even on the coldest nights. A double thick wooden door with a large lock on each side of the room. The king has wanted a room this large for years. He had people from all around the world come and help work on it. The fireplace and it's mantle are his pride and joys and the doors that can't be broken down.,1,0
706,Front Row,The hard bench is facing the most beautiful alter human eyes have ever seen. Gold drapes the walls behind where the preacher stands. A large dark oak and gold bench in front of where they would stand. A large piano off to the side. This church has been around since early man and still has a large weekly following that gives all they can to keep the church in tip top shape.,0,0
708,Town in the desert,"This is the only town left in the whole wasteland. The sheriffs building stands at a distance. A bar in the middle of the town. sad townsman just walking by giving up all their hope This was once a trading center, a home a place of advertisement and fantasy. people loved the sheriff and he loved them in return. Beautiful girls walked around with man their age but time have changed since the catastrophe that swept the homes away and the happy life along with it. Only death and ghosts roam the city with a few of us left",0,0
710,Primary Cave,"Dark and with a lot of space in it. The primary cave has a scary look that scares people away. Underneath, in the floor, many precious minerals that no one dares to get out. The primary cave is respected and feared among people across the land. Tales of adventurers that have gone inside the cave but never seen again are part of the stories told by the elder.",0,0
712,Chapel of the eight,Made entirely out of gold and with precious jewels all around. Sculptures and many symbols with a red carpet goes from the entrance up until the end of the chapel. The chapel of the eight represents the core of the religious values and beliefs. The chapel has sculptures of the eight Gods that are feared and loved across the land. It's a place of peace and tribute where only the worthiest people can step in.,1,0
714,Ferry Terminal,"A huge terminal with a lot of traffic. The Ferry Terminal has a warm and positive vibe that welcomes all travelers across the land. It has an open space with a lot of illumination during the night. The ferry terminal is the heart of the land. Many travelers have come and departed though this point, always telling new stories about other lands adventures that become live once retold.",0,0
716,Bed Chambers,With excessive luxury all around. In the center a big bed with a wooden frame and chairs made out of different materials collected around the realm. The Bed chambers have many ornaments and the bed has lamps to the sides. The king is proud about the bed chambers. It took the work of many men to complete it as it has many details worthy of a real king. The bed chambers are the most beautiful place of the palace.,0,0
718,Modest living area,"Mud covered walls and a thatched roof cover the earthen, well-swept floor, packed hard from many generations of feet packing it hard. A fire burns brightly in the dim interior and a wood covered window is thrown wide to let the smoke escape. A few modest woven chairs and a fur skin rug are around the hearth, and a beaten copper pot hangs over the fire, simmering. The smell of mutton stew fills the room. The family who lives here has lived on the edge of the forest for generations, passed down from father to son, it has been the only home they have ever known in history. It is near the forest, but in a clearing so they have rich soils where they can grow vegetables, and hunt the forest for wild game. In the springtime, mother and her young ones will go out and pick berries and make delicious preserves.",0,0
720,Temple foyer,"The temple foyer is a grand entrance with a soaring ceiling painted with the richest cobalt blue and ruby red paints in the entire land. Gold statues welcome the weary traveler with gods depicted in various states of repose. There are windows near the soaring ceilings that let in afternoon light from the east and the west and the floor is inlaid with the finest marble in all the land. A calm water fountain trickles peacefully in the center of the foyer. The temple was built by the ancients before the current people have arrived here many generations ago. Wisdom has been lost through the ages due to the great war and famine that followed. A single, indecipherable tablet was all that remained to give the people a hint of the Temple's purpose. The only word they understood was Meta, the name of their most prosperous god.",2,0
722,the front altar,The altar is lush with its red silk prayer bench. Many red and white candles provide a somber ambiance. The alter inside the temple is the location that many kings have utilized in attempt to obtain absolution after acts of evil.,0,0
724,desert tent,"The tent is rather small, only just big enough for one man. Its dark green but covered with sand and dirt. The man huddles alone in the desert with few resources. The desert is barren except for the lone man. This campsite only came about because of necessity. After the plague of so many years the land hasn't recovered.",1,0
726,Northern Shore,"The lake gives way to a slightly sandy and rocky shore. It is dotted with small shrubs and a few trees, but mostly it is a fairly open expanse. It is covered in places by a green short grass. The lake level falls away swiftly from the beach going from a few feet to well over ten feet in a short span. The northern shore is a common place for locals to come cool off on warm days. It also serves as a place where women will wash their clothes and any other dirty linens they may have. This is somewhat of a sacred place for a few, mainly those who worship the water gods, as they have erected a small alter to them just off the water.",0,0
728,grassy plains,"Flowers are blooming all around and the sun is shining. Small animals are roaming the area looking for food and relaxing. The trail is located in the center of the grassy plain and is made of stone. This trail leads to a cave deep in the forest. Many people have followed the trail and entered the forest to look for treasure that was lost long ago, but no one has been able to find it.",0,0
730,Old Gnaisha's,"Old Gnaisha's is a rather ramshackle little building which advertises itself in faded letters as a perfume shop. The first room is indeed a perfume shop, but peel back the ornately woven green curtain at the back, and you'll find Old Gnaisha's true stock in trade �in shelves and shelves and yet more shelves of magical artifacts of every kind. Blessed talismans, cursed amulets, potion ingredients, and more! The place is dingy and a bit smelly, but Old Gnaisha has amassed a staggering variety of wares. Gnaisha used to be a treasure hunter, but after a nasty Manticore night out an end to that, she discovered her true calling hawking weird, wonderful and horrible magical items. Old Gnaisha has been here for decades, and if you don't bother her, she won't bother you. On the other hand, as that one carpet merchant found out to his sorrow, a wise man doesn't antagonize someone with so many magical things at her disposal...",0,0
732,Great Armory,"The Great Armory is a long room filled too to bottom with shelves and racks of weapons of every sort. Swords of every length, weight and style, likes longer than a man is tall, Morning Star maces, longbows, horse bows, crossbows, axes...they're all there. The King's late older brother was an avid collector and historian of weapons of every kind, and ensured that the castle bought the very best. He had a room commissioned just for the weapons, and was always on the lookout for new ones.",0,0
734,The Dancing Stoat,"The Dancing Stoat is a cheerful little pub characterized by its unusually brightly-lot interior and uncommonly well-equipped kitchen. The rooms upstairs are nothing special, but the main hall is filled with delicious smells at all hours of the day and night. The Dancing Stoat's exterior is plain save for a sign showing a brown-furred stoat gamboling in a field. The chairs are unusually comfortable and well-made, and large windows and plentiful torches ensure that the space feels brighter and cheerier than a typical pub. The Dancing Stoat is one of several pubs and taverns in town. It has a reputation for good food at the expense of mediocre lodging. It was founded by returning Goblin King's War veterans, and they tend to keep the shadier denizens of the pub under tighter control than most publicans.",0,0
736,Paladins' Memorial Chapel,"The Paladins' Memorial Chapel is dominated by ornate mosaics made of thousands of tiny colored tiles in bright, vibrant colors which depict the heroic exploits of the Church's Paladins, including both victorious and tragic ones. The mosaics do not shy away from depicting bloodshed and gore. At the center is the shrine, which doubles as the Sarcophagus of the first Great Paladin. The chapel is always filled with white roses, which are reserved solely for the funerals of Paladins. The Paladins' Memorial Chapel was built to commemorate the lives and deaths of the Church's many devoted Paladins. It was funded by donations by both normal people saved by the Paladins me wealthy local merchants looking to expand their own renown by proximity. The tiles were all fashioned by local workshops, and took up so much time and material that the price of porcelain and other ceramics skyrocketed during its construction.",1,0
738,Shrine of Sretniy,"The Shrine of Sretniy, the mischievous weasel god and patron of explorers, detectives, thieves and jokesters, contains a steel statue of the cheerful mustelids deity. It is unusually cute for a serious religious idol. The room is densely filled with offerings of both precious jewelry and shiny but non-expensive objects. Sretniy is a mischief-making by generally benevolent deity, and popular among wide swaths of society. His shrine is heavily attended, although from time to time his priests must clear paths through the offerings. Sretniy prefers shiny metal things as offerings, and stolen things or those gotten by adventure or cleverness are best.",0,0
740,Banquet Hall,Cherry wood walls with paintings of historic kings and queens outlined in gold. A very long cherry wood colored table with chairs on all sides. Candle pieces are on the table about a couple feet apart with five candle sticks on each that are lit. This banquet hall is where famous leaders come to enjoy a good meal while discussing future goals.,0,0
742,{},"Dark and spooky at first sight for those who don't understand, but majestic after taking a closer look. The walls of the hallways and tomb rooms are made of a dark precious, priceless metal.  Ornaments of gold and silver sculptures are covering the tombs that contain the corps of those who have past away while there voices still sing the grime anthem of death in the lightless corridors. This Temple imprison the soul of the best warriors that past away in battle. A real privilege to be able to sing after life in those tombs. Our civilization is not afraid of death, death is the rest you deserve after a life of fighting. We thirst for blood and battle any other nations we come across, our reign is limitless, and so is our power. Even death cannot make us silent...",0,0
744,desert land,"The Desert is a giant wasteland.  It is vast and barren.  Its main resident is sand and the scorching hot sun.  There is literally miles of nothing but dunes of sand as far as the eye is allowed to see.  There are jagged hills and mountains throughout  the desert but they are few and far between. The desert was a result of the mighty god Zuric sending a giant boulder from the heavens in order to keep the people at bay, never to reach the gateways to the other life.  When the giant boulder reached the earth, the shockwave sent everything that was life away from the epicenter.  All that was left was earth and sand and that is all that is left to this day.",0,0
746,Pond,"The pond is extremely dirty and has many dead creatures in it. The area surrounding the pond is dead, and there is no sign of plants or animals near the pond. The ground around the pond is soft and contains footprints of the people who visit the pond. The wasteland pond is the one stop for the peasants of the village when they require water. Although extremely contaminated, there is no other choice of water for these people and they make a sluggish trek towards the pond each morning to collect their water for the day. Often, a peasant is so dehydrated that he risks drinking directly from the pond just to live.",0,0
748,Fishing shack,"The fishing shack is a small wooden structure that is crudely built and is surrounded by boats. The wood flooring around the shack is well weathered and often used. The fishing shack is a popular place for the village people to gather. Early in the morning, one can find many people standing by with their fishing poles  trying to catch the day's food.",1,0
750,Horse stables,"It is dull to look at. The stable has hay laying everywhere, grey stones making the walls, and large heavy wooden beams hold up the ceiling. So, everything is brown or grey or other shades that bore. There are sections for horses made of wood but looks rickety. Not many people go to the stable because they have the stable hand bring the horses to the entrance of the castle. It leaks and is falling into disrepair. For the stable hand it is home. There is a sense of comfort in the drab old building with the gorgeous horses.",0,0
752,Castle basement,"Inside of the murky basement, along the walls lay many hidden treasures of the castle. Long hidden wooden chests containing gold and other valuables, away from the eyes of the greedy, each chest is secured with a chain and a lock. There is many rats running around as well. In the air there is an unpleasant smell of dampness and the floors are dusty. There is a table  in the center on the room on which are piled many rat traps and rat poison. There are also some broken chairs set up near the wall, some missing a leg or two. The treasures gathered in the castle had to be secured in a place where it would be least expected, the most hidden spot. The best spot was in the castle basement by the dungeon. The broken furniture were put there once, thrown in from the lack of a better spot for them.",0,0
754,Tower kitchen,"A large Stone oven is placed in the center by the wall at the end of the room, next to it are placed many baskets containing specific kinds of food, like eggs, bread, potatoes. On the left wall beside the oven is a big table with pans and pots hanging from the ceiling above it. Many rolling pins, knives and cutting boards are scattered around the table. On the right wall beside of the oven are standing sacks of flour above which are settled small jars of powers and liquids of all kinds, and closer to the door, right next to them are hanging aprons and protective caps of the cooks who work in that kitchen. The place is very clean, shiny almost. The kitchen prepares meals for everyone in the tower and cooks have to make sure the quality of meals is excellent, therefore any uncleanliness is not tolerated, especially by high officials residing in the tower, ensuring the standard is the highest. The cooks are asked to wear aprons and caps at all times and the cleanliness is being checked twice a day. All this is due to an accident that happened one day when one of the highest officials in the tower fell sick with the stomach upset, and eventually died.",0,0
756,Abandoned workers shed,"Moss now grows across what was once a red painted wooden shed, standing in the area just outside the graveyard. The wood shed is splintering, and there is evidence that termites have eaten away at the walls as holes poke through the shed. Inside the shed there lies leaves and plants that have been dragged in their by the wild animals that at one point called the abandoned shed their home. The Abandoned workers shed used to offer a refuge to the groundskeepers who tended to the graveyard, making sure it was well maintained. Once the area around the graveyard was abandoned, the groundskeepers left the old graveyard and it began to deteriorate.",0,0
758,Chicken Pen,"The chicken pen has wire cages situated on three different levels, with hay at the bottom for the chicken's to sit in. There lie small holes in the cages for the eggs to fall through and be easily harvested by the farmers. The old wooden walls of the chicken pen are beginning to deteriorate and show signs of age. The chicken pen is used to provide eggs for the family living in the cabin to eat, and even sell if they have a surplus. The chicken in there are raised by the mother of the family while the father goes hunting.",1,0
760,stable hand's quarters,"The stable hand's quarters are very plainly decorated, with wooden torches situated in stone carvings in the wall. There are bunk beds with cheap hay and feather mattresses for the stable hands to rest in while not working. There are small sacks, as well as beaten and splintered wooden chests for them to keep their belongings in. One small window shines light into the very center of the room. The stable hand's quarters provide a place for the workers to rest and relax in while not at work. They are not too far from the stable so that at a moments notice the stable hands can respond to their call for work.",1,0
762,Middle of the Bazaar,"The Bazaar is a circular area with tent displays lining the perimeter of the area. Each tent features a different merchant, and in the Bazaars center there is a large wooden outpost for guards to sit in. The Bazaar is paved with stone to make for easier and cleaner bartering between the villagers. The Bazaar provides a place for the vendors, both travelling and native to the town, to fence their goods and try and barter with the townsfolk. The merchants provide a variety of items, from exotic spices to locally grown crops.",1,0
764,Launching point,"The Launching point features a number of large wooden planks sitting at a downward slope going straight into the water.  On each side of the launching point there sits a large, ornate bronze figure of a light house that is used to tether the ships to the dock and keep them from casting away while the sailors prepare to board the ship. The launching point is very narrow, with large stone braces on either side of the dock. The Launching point is where newly constructed ships are cast out to see. The wooden slide is used to help catapult the ships into water, and it's narrow design keeps them from tipping when the force of the ship hits the water.",0,0
766,Corn field,"the corn field extends as far as the eye can see. In the off season months it is barren grass, but during the corn growing season it is filled with shoulder high thick yellow stocks with corn growing at the ends. There are pathways cut into the field to provide walking terrain for the farmers. Corn provides the livelihood for these farmers, and as such most of their days are spent tending to the crop. For about a century the farmers and their forefathers have tended to their now famous crop, which is boasted as the best in the land.",0,0
768,Temple,"The Temple has stained glass windows over looking a grand alter, and running around all four stone walls of the temple. The light shines in through the windows and illuminates a pathway to the alter. On the alter itself sit's a bronze statue of the high priestess and her patron saint. The Temple is established as a place of refuge for the religious devout, so that they may pray to their religious deity and provide gifts and sacrifice in hopes of earning their favor.",0,0
770,Main house,"A fairly plain wooden building, the fireplace in the center of the back wall provides warmth during the winter seasons. There are paintings on the wall showing the farmer's forefathers and the previous owners. The floor is adorned with animal pelt rugs, and wood crafted furniture for the farmers to sit in. The main house provides refuge for the farmers after a hard days work, and is where they sleep, eat, and socialize before heading out for another day in the fields.",0,0
772,sacristy,"The Sacristy's walls are fitted with rows of shelves, each with a different trinket or worship tool sat upon them. There are various robes and gowns folded on these shelves as well for the members of the service to use. The stone room is flooded with light from the large stained glass window that sits on the eastern wall of the sacristy. The sacristy acts as a storage for the church, and keeps the tools of worship when not in use. Prior to a service the priest can obtain all the items needed for the day's service inside of the sacristy. Though not at the forefront of the church, the sacristy is also open to the devout who may wish to act as alter servants for the service.",0,0
774,Old Queen Farm,"Once a fairly profitable farm, the Old Queen Farm is now a deteriorated old shack surrounded by uninhabitable fields with soil incapable of growing even weeds. The farm house shows signs that is being occupied by wild animals, and the roof is beginning to cave inwards. The Old Queen Farm was a farm that once served to grow the crops used personally by the kingdom's Queen, but upon a particularly bad famine the crops died out and the farm was abandoned. Among the vegetables grown on the farm, there was also live stock raised in the pastures.",0,0
776,Fish Market,"The port is filled with many different small shops that sell fishes caught throughout the day. It is incredibly loud and busy with many customers and fisherman walking around and haggling for a good price on the fishes. There are tons of boxes sitting on the floors everywhere filled with ice, fish, and the fishermen's belongings. The port is right near the ocean and is a place where fisherman come to sell the fishes they caught throughout the early morning. It is a place of business where they sell more than just fish.",0,0
778,castle exit,"A beautiful, large door at the end of the hallway. Many framed pictures of past residents and royalty are hung on the brick walls. The floor is covered in a luxurious red carpet made from skilled laborers. There are many guards at the exit door preventing people from entering and checking for suspicious people The castle exit is used quite often by the king and his henchmen. It is a very decorated and honored place because it is used a lot throughout the day. It is reflective of the legacy of the royal family.",0,0
780,cavern dwelling,"The cavern dwelling contains human skeletons littered around the area. The hot sand and small space makes the temperature really hot and humid. It is really dark because barely any sunlight is able to penetrate the small crevices of the cave. However, there are remnants of old text all over the walls left there by the original tribe. The dwelling was once inhabited by the kings and his subjects. Their are many treasures inside here and many people try coming here to steal and loot whatever they can. However, it is a dangerous place filled with traps and puzzles to prevent greedy people.",0,0
782,Reagent Room,"The room is incredibly messy, with many opened books and glass decanters littered across the room. Bright and glowing liquids sit inside bottles and jars and many animal test subjects are caged up. The room is seems to be very dangerous and filled with weird experiments. The reagent room is where the Wizard likes to experiment with his chemicals. Once he studies about potions and collects certain ingredients, he comes here to mix and experiment on all the odd chemicals. Many inventions and elixirs were created here.",0,0
784,washroom,The washroom is incredibly spacious. It has enough space to comfortably fit an entire family. The toilets are made of the finest porcelain across the land and decorated with gold studs. There are several bathtubs large enough to fit several people. The room is more luxurious than even some houses of wealthy people. The washroom was a quiet and private place for the king to relieve himself and left alone in thought. It is built to make the ambiance more calming and it always smelled like flowers.,0,0
786,Fishing Dock,"Folks call the area a Lake, but it's more like a pond.  Small and unimportant looking, yet peaceful.  The dock is no prize winner either.  Narrow in width, boards broken with several down right missing all together!  No tree nearby, no canopy, nothing to shade oneself on a hot day while fishing.  The watering hole may look small in size, but it deceives the eyes.  The water is as deep as the heavens.  No man knows what lurks beyond the light in this Lake. Once used as a swimming hole by a nearby village, the lake has been scrubbed from history.  Many tales of children and entire families going missing from the lake.  Some travelers even insist they saw creatures coming out of the lake from within the depths.",0,0
788,Balcony,"The balcony of this majestic palace has a beautiful view of the city. From the balcony you are able to see far out, you can even see the outskirts of the neighboring city. The king loves to spend time lounging on the large, cushioned chairs with a book in hand as he takes in the scene and breathes in the crisp air. The railing of the balcony was handcrafted by the cities best welder and it has the most gorgeous ornate roses growing around it. The lake is not too far away and can be seen from the balcony; the king loves to watch the swans as they float around the lake. The view of the sunset is absolutely breathtaking and the king enjoys watching it every evening. The queen wanted a balcony but the king was not very fond of the idea until he realized it would be the perfect place to enjoy an ice cold lemonade and a good book. He searched high and low for the perfect architect to design such an add on; he even traveled all over the land to find a qualified person for the job.",0,0
790,Sheriff Office,"The sheriff's office is a small building on the southern edge of the farm. There is a desk with decrees from the king and other papers strewn about. Hanging on the wall are swords and other weapons. The room is small and cluttered, with various books and other things strewn about. The sheriff spends a lot of his time reading when he is not tasked with taking care of a problem. The main jail is underneath the castle, so no prisoners are housed at the office. It is a small, quiet building and the sheriff is often napping when someone comes to see him.",0,0
792,Church garden,"The church gardens have many paths that meander through trees and plants. There are beautiful flowers blooming and the grass and shrubs are immaculately maintained. There are benches to rest and think, and religious statues throughout. The priests often walk and contemplate for hours in the gardens. The queen can often be spotted walking and thinking. The king almost never visits the gardens, as he is allergic to bee stings.",0,0
794,Flower Field,"The flower field contains acres of wild growing flowers that are a bright pink when they are in bloom. There are woods surrounding it, but no trees in the field, only flowers. There are paths that work their way through the field. In the springtime you can often find women out picking flowers and children playing. People often wander the paths to clear their heads.",0,0
796,Large cliffs,"Towering cliffs of gray granite line the coast. A few meters of sand lie between the ocean and the base of the cliffs. Those that are particularly daring might climb up or down them. Others like to sit on the top and enjoy a nice, elevated view of the beautiful blue sea. These cliffs are a point of historical significance, as they marked the point of the colonists' first arrival.",0,0
798,Port Skyline,"The local port sits an a majestic inlet of the ocean. The countless docks are constantly bustling with new arrivals and departures. People of all kinds come here for business or leisure. On the shore sits a skyline of many buildings packed with residents going about their day. The smell of salt and seafood fills the air. This port has historical roots, as it was the first city founded in the kingdom. It was here that colonizers first landed hundreds of years ago. Now, the city is a hub of the kingdom, where hundreds of thousands live out their lives. The city is a center for the latest technologies of the time and beautiful works of art, literature, and music.",0,0
800,main prayer room,"This is a room that is large, a prominent place of the temple. Everywhere there are stone benches, and there is colored stained glass on the high walls, a large stone altar is at the head of the room, the walls are adorned with gold and silver ornaments, and the floor is rich with This is a room of worship, the large size and high ceilings amplify the mournful voices of those sacrificing to the gods so that they may be better heard, it is a highly ornamental place to show off the prosperity of the gods",0,0
802,Haunted Orchard,"Stunted and gnarled fruit trees are lined in rows. The trees have thick bases and are clearly very old but have not produced any fruit for a long time, yet they stubbornly cling to life. Unpruned, their branches stick out at all angles making it hard for a person to traverse the orchard and frequently these branches grab the loose clothing of any visitor. Wind moan through the trunks while dead leaves slowly tumble along the ground. This orchard was clearly a well tended, food producing area taken care of by people living in the Abandoned Shack. But it too has become abandoned.",0,0
804,Apothecary,"The Apothecary is filled with scores of scores of glass bottles. Each is a different color and has a different concoction. Scales and other types of medical devices line the shelves. There are many beakers and measuring devices. There is an entire walls with bags filled with different colored powders. There is a huge table in the middle. At the Apothecary, medicine is given for everyone, from the townspeople to the king. Villagers can find remedies for all sorts of ailments, from headaches to stomachaches. People come there whenever they have any sort of ailment. They mix the chemicals and powders to create the perfect remedies.",1,0
806,chamber entrance,"The entrance to the chamber is very ornate. It is filled with many religious symbols. There are candles and prayer books on  a table right next to the door. It is a wooden door. There is a sign near the front, which lists the name of people within the church. They can smell the scent of candles burning. People who need help come in and out of the door. It is where they enter the sanctuary to speak to the clergy. There is a sense of calmness that descends upon people as they enter the chamber. They go from the cold outside to the warmth of the chamber.",0,0
808,main castle doors,"The main castle doors are ornate. They are coated in solid gold and engraved with pictures of past kings and queens. They have huge gilded handles. They are heavy and have a faint metallic odor. They gleam in the sunlight. It takes four large men to open each door. They provide a strong defense for the castle. During the day they usually remain open as people come in and out of the castle. At times when the castle is under siege, the doors are closed. They have never been penetrated by the enemy.",1,0
810,Church Garden,"The church garden is filled with a variety of useful plants. There are many flowering plants. There is a lot of food grown in the garden. There are carrots, tomatoes, strawberries and a variety of other fruits and vegetables. Fruit-bearing trees provide shade for the garden. The plants are arranged in neat rows. It smells sweet with the flowers. Different colored sticks show the different plants. Many villagers benefit from the produce of the church garden. The fruits and vegetables are used to feed the poor and the hungry. Many people would starve if they did not get the produce from the church garden. They are used for celebrations such as weddings as well. The flowers are used in ceremonies.",0,0
812,Dining hall,The dining hall is large and airy. Huge candelabras with many candles stand throughout the room. There is one huge wooden table spanning the room that can accommodate a hundred guests. Tapestries with angels line the walls. The chairs are gilded and intricate. The dining room is used for eating for small occasions and large festivities alike. The king and his family always eat here. They have used it for special occasions such as weddings and Christmas dinner but also for family meals. Many important discussions take place over food here.,0,0
814,North Forest,"Filled with huge trees, the forest is home to many types of animals. Huge predators such as tigers and bears roam the grounds as do small animals like squirrels. Colorful birds fly among the trees. Wildflowers grow on the ground. Dappled sunlight streams through the huge canopy of trees. Many animals, and humans make their homes in the forest. It is a source of much of the game humans eat. The people also get their wood, fresh fish and meat from the resources of the forest. It is also a place where people enjoy camping and where they travel as they roam.",0,0
816,Mess Hall,"The mess room is filled with simple brown wooden tables. They are rough, their edges sharp and not sanded. They are crooked and wobbly. Simple matching wooden chairs are around the tables. The walls are dark, but there are holes for windows. The air smells like freshly baked bread. The Mess Hall is where people enjoy food for every meal. The villagers will go there to eat and also to socialize. They spend hours talking about village life and affairs of the villagers. It gets used very often. They clean it regularly to ensure that it is nice for everyone.",1,0
818,Dead Tree,"The dead tree is many, many decades old. It lies on its side, and is rotted through and through. It is blackened on its top. It is humongous. It would have been very, very tall once upon a time. It smells dank. It cannot be moved. Many animals and plants use it as their home. Plants grow on its side and squirrels use it as their home. Animals hide in it. it is covered by insects. Village children come to it and tell scary stories about it. Some say it is haunted.",1,0
820,Gallery,"The cave is pitch black and smells of dank and mold. It's quiet except for a faint dripping noise from water overhead and the occasionally scurrying of an unseen rodent through the darkness. Barely discernable by the light of a torch is a small pile of bones in one corner. From what type of animal they are from is unclear. This cave used to be used a a wine cellar many years ago, until alcohol was outlawed by the king after his son died in a drunken brawl. Now it sits empty and rumor has it, enemies of the kingdom are kept down here.",0,0
822,crew berthing,"The main quarters for the crew of the vessel. Its dirty, smelly and not a place where anyone but a pirate would want to stay. There are bunks stacked on bunks the place is cramped and no one goes there for any reason besides sleeping. The room was designed when the ship was built and an entrance to the captains quarters. A small area that was re-purposed so there is more storage on the ship in the old quarters for the loot of the pirates.",0,0
824,Landing in the Foyer,"The landing is almost obnoxiously opulent. It has an expansive marble floor and walls, and the giant staircases on either side have marble steps and railings made of the rarest wood. Purple silk, dyed in the king's personal color is draped across the railings and hangs from the walls. The silk drapings frame oil paintings of the king and his family, and of the king's accomplishments at war as a youth. The artist has signed each one, and is extremely famous. A magnificent gold and crystal chandelier hangs from the ceiling with hundreds of small candles burning in it. All other fixtures in the room are also bright gold. The landing is the first room any entrant to castle sees. It is meant to show off the extreme wealth and success of the king. It is constantly being updated and renovated to keep up with the latest trends and maintain an appearance of superiority. It is one of the most expensive rooms in the castle.",0,0
826,captain's cabin,"The captain's cabin is a complete mess. There are multiple maps on the wall, pinned over one another, each with messy writing scrawled over it and multiple X marks in random places. Papers overflow off the desk and across the floor in waves, impeding the captain as he paces, muttering angrily. The bed is messy and unmade, giving the impression that the captain has spent the night tossing and turning. Random objects have been thrown about the room. This room is where the captain lets his guard down. He must appear strong and confident for his men, to keep up his reputation and prevent capture, but he is beginning to feel the pressure. Every year there are more and more authorities looking for them, and it is becoming harder and harder to evade them. With the mariners avoiding them it is getting harder  to steal from other ships, and they haven't had any luck finding any treasure for the last two years. Now the captain is exhausted and furious, leading to the disarray of the room.",1,0
828,Wharf,"The waves lash gently against the wooden posts, the water here has always been calm and passive, it seems to represent the people of this small town. The fishermen here are not boisterous, they are quiet, at least when it comes to sound. They'll talk your ear off if you let them, they have lots of stories to tell. The pier here is long, it extends at least forty feet into the ocean, many ships are anchored to it, many people traverse down it buying and selling their local catches. The port is just like any other port. Busy with the bustle and hustle of people buying and selling whatever they can. A connection to the rest of the world, so you'll see people who look like they belong and you'll see people new here as well. You'll also run into a few people who can't afford to buy and will take things from those who may not be paying full attention.",0,0
830,woodlands,"The lush hunting grounds cover acres of land, tall trees and thickets of bushes sprawling across the land. Fields of open land are under the deep blue sky, showing the depth of the landscape. The grounds forest is thick but full of light, letting the multitude of wildlife be seen by the naked eye. The abundance of greenery makes it a prime location for hogs and oxen as they explore the land. During the day, the woodlands are used by honored knights and archers, practicing their skills on hogs and traversing the dense forest to prepare for battle. But at night, what seems to be a land of prosperity and growth turns into one of despair, the cries of slaughtered pigs piercing the night air with no animal in sight. Many have told tales of night practices ending in mysterious bites and scratches from things not of this world.",1,0
832,drinking water lake,"Surrounded by skittering chipmunks and chirping crickets, the drinking lake teems with life. Flora and fauna both thrive near the pristine waters. Tall thick plant life surrounds the lake, with strong roots and stems protruding from the nutrient rich soil. The lake water shimmers in the sun, so clear and clean that one can see the rock lake floor many feet below. Rumored by local peasantry to be blessed by the gods, the drinking water lake is a source of clean drinking water for local townspeople. While slightly farther for most villagers than the local river, the water is highly prized for its cleanliness and perceived mystical qualities. Some believe that the entire forest surrounding the lake owes its growth to the divine properties in the water.",0,0
